From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3)
2010-03-09,126.875,,8.892272727272728,36.95,26.50380952380952,,6.8088235294117645,3.30625,38.25,
2010-03-10,125.98958333333333,,7.047083333333333,49.3125,33.145833333333336,,14.982083333333334,9.843125,42.427083333333336,
2010-03-11,178.77083333333334,,16.422083333333333,43.330000000000005,37.927083333333336,,18.250833333333333,2.4526086956521738,46.854166666666664,
2010-03-12,183.54166666666666,,10.94608695652174,22.583333333333332,21.322916666666668,,17.680416666666666,3.0629166666666667,42.989583333333336,
2010-03-13,184.0,,6.984999999999999,19.25,18.125,,18.85,3.17,6.375,
2010-03-14,38.0,,3.485,9.405333333333333,6.583333333333333,,8.924666666666667,4.365333333333334,64.13333333333334,
2010-03-15,,,11.878695652173912,19.84,20.298750000000002,,7.585416666666667,3.5539130434782606,44.197916666666664,
2010-03-16,,,40.43333333333333,54.489583333333336,62.5625,,21.0475,5.695,19.583333333333332,
2010-03-17,190.725,,27.52809523809524,40.82142857142857,44.464285714285715,,19.673333333333336,6.140833333333333,24.9375,
2010-03-18,339.17857142857144,,24.598235294117647,64.50470588235294,57.01470588235294,,19.288095238095238,9.4725,42.44047619047619,
2010-03-19,138.66666666666666,,26.378333333333334,85.375,72.15,,11.139166666666668,,53.854166666666664,
2010-03-20,228.88541666666666,,37.5975,81.33352941176472,75.24157894736841,,14.132083333333334,,44.729166666666664,
2010-03-21,188.5,,35.26583333333333,65.46666666666667,108.66666666666667,,18.905833333333334,,38.041666666666664,
2010-03-22,166.32291666666666,,15.643333333333333,56.23350000000001,62.72727272727273,,12.85375,,39.75,
2010-03-23,152.41666666666666,,54.75458333333333,96.09571428571428,127.24555555555555,,17.5525,,29.572916666666668,
2010-03-24,187.3125,,43.42458333333334,72.46133333333334,109.7295,,20.965416666666666,,27.385416666666668,
2010-03-25,191.42708333333334,,20.243333333333332,98.37695652173913,81.875,,25.0425,2.1623076923076923,31.40909090909091,
2010-03-26,201.609375,,27.252916666666668,158.1704347826087,122.44083333333333,,38.904583333333335,1.6928571428571428,24.385416666666668,
2010-03-27,,,14.262916666666667,75.83652173913043,51.888749999999995,,28.396666666666665,1.04,38.510416666666664,
2010-03-28,,,6.082083333333333,26.882105263157893,15.060454545454546,,13.68125,,50.65625,
2010-03-29,,,7.621666666666666,29.471304347826088,18.0,,13.929583333333333,1.1727272727272728,45.9375,
2010-03-30,83.925,,15.766190476190475,71.09142857142858,57.29761904761905,,11.81304347826087,2.1445,28.152173913043477,
2010-03-31,109.57291666666667,,4.059583333333333,13.416666666666666,10.4375,,10.563333333333334,4.105833333333334,46.270833333333336,
2010-04-01,195.08333333333334,,6.35125,21.948125,16.323125,,22.676666666666666,6.247777777777777,60.27777777777778,
2010-04-02,76.53571428571429,,13.570714285714287,101.96428571428571,70.48214285714286,,15.800714285714287,7.309285714285714,72.80357142857143,
2010-04-03,65.69791666666667,,22.667083333333334,90.17391304347827,79.38875,,17.25166666666667,9.026666666666667,25.09375,
2010-04-04,111.58333333333333,,23.842916666666667,107.0625,81.44083333333333,,17.137083333333333,11.097499999999998,11.677083333333334,
2010-04-05,107.38541666666667,,16.9725,76.26708333333333,55.955000000000005,,15.15125,12.86625,19.427083333333332,
2010-04-06,88.27380952380952,,15.272916666666667,68.93416666666667,49.125,,9.475,9.444736842105263,16.1875,
2010-04-07,97.39583333333333,,22.05666666666667,85.85416666666667,63.635416666666664,,6.97625,2.1462499999999998,22.625,
2010-04-08,61.55681818181818,,23.800416666666667,76.93041666666666,60.416666666666664,,12.119166666666667,4.110416666666667,20.65625,
2010-04-09,121.27083333333333,,9.871666666666668,46.145833333333336,32.479166666666664,,13.039166666666667,5.458333333333333,21.604166666666668,
2010-04-10,103.4375,,9.820833333333333,46.666666666666664,32.802083333333336,,12.325000000000001,7.075,22.822916666666668,
2010-04-11,139.96875,,9.703750000000001,42.864583333333336,30.65625,,12.760416666666666,9.472083333333334,20.010416666666668,
2010-04-12,119.29166666666667,,9.740416666666667,44.40625,31.458333333333332,,12.157916666666667,10.847083333333332,22.46875,
2010-04-13,73.96875,,9.815416666666666,45.520833333333336,32.208333333333336,,16.412916666666668,12.361578947368422,30.270833333333332,
2010-04-14,77.29166666666667,,9.4575,42.041666666666664,29.96875,,12.130833333333333,4.39,32.5,
2010-04-15,52.23076923076923,,9.546363636363637,45.484545454545454,31.94727272727273,,15.645000000000001,1.5859999999999999,38.114583333333336,
2010-04-16,,,,,,,29.171818181818182,1.6566666666666665,58.54833333333334,
2010-04-17,,,,,,,,,,
2010-04-18,,,,,,,,,,
2010-04-19,,,,,,,,,,
2010-04-20,93.1875,,41.876363636363635,149.94727272727275,111.70454545454545,,6.711818181818182,1.7827272727272727,16.318181818181817,
2010-04-21,92.0,,14.532083333333333,49.90625,38.177083333333336,,6.45,1.7074999999999998,26.645833333333332,
