From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),AT (degree C),RF (mm)
2022-08-25,37.25,101.625,11.298333333333334,8.115,15.781666666666666,5.198333333333333,0.7116666666666668,32.19571428571429,0.030000000000000002,0.35000000000000003,0.03,31.132857142857144,73.72571428571429,1.542857142857143,276.2857142857143,58.02428571428572,27.852857142857143,0.0
2022-08-26,34.07142857142857,90.61904761904762,7.5652380952380955,6.336666666666666,14.981904761904762,5.973333333333334,0.5985714285714285,30.94047619047619,0.009047619047619047,0.2980952380952381,0.03,31.27952380952381,74.14285714285714,3.183333333333333,270.3452380952381,134.01190476190476,28.019523809523808,0.0
2022-08-27,44.71153846153846,138.82692307692307,9.414166666666667,7.265000000000001,16.608333333333334,5.930000000000001,0.42615384615384616,38.89076923076923,0.004285714285714286,0.26357142857142857,0.05,30.923571428571428,64.32142857142857,2.887857142857143,272.7857142857143,181.85714285714286,28.752857142857145,0.0035714285714285718
2022-08-28,49.239583333333336,131.9375,8.37,6.463333333333334,18.344583333333333,5.6125,0.6749999999999999,30.49666666666667,0.007083333333333333,0.31375000000000003,0.043333333333333335,31.25708333333333,74.17708333333333,2.2775,269.6666666666667,111.05208333333333,27.930833333333336,0.0
2022-08-29,47.010416666666664,136.82291666666666,10.10375,7.291250000000001,18.801666666666666,5.135833333333333,0.7245833333333334,17.32875,0.017916666666666668,0.4379166666666667,,31.667083333333334,72.21875,1.4116666666666668,231.41666666666666,99.26041666666667,28.193749999999998,0.0
2022-08-30,51.18421052631579,131.73684210526315,9.285263157894736,6.943684210526317,21.03263157894737,6.096315789473684,0.7231578947368421,7.4957894736842094,0.05473684210526316,0.41526315789473683,0.05,31.666315789473682,66.39473684210526,1.6421052631578947,149.9078947368421,155.1315789473684,29.31894736842105,0.0
2022-08-31,38.55,122.4,5.724,5.174,21.834,5.614,1.0883333333333334,19.05,0.0,0.305,,31.429999999999996,48.653333333333336,2.0966666666666667,205.77833333333334,283.9583333333333,32.050000000000004,0.0
2022-09-01,27.816666666666666,73.91666666666667,9.312857142857142,7.2942857142857145,20.89428571428571,4.847142857142857,0.6835714285714286,18.237142857142857,0.018000000000000002,0.3453333333333333,0.05,31.505714285714284,82.80357142857143,2.5942857142857143,227.78571428571428,42.964285714285715,27.300714285714285,0.1571428571428571
2022-09-02,21.35,51.575,7.901000000000001,6.572,19.469,5.682,0.844,16.105,0.011,0.364,0.03,31.481,86.95,1.8350000000000002,194.5,58.975,26.901,0.0
2022-09-03,22.666666666666668,69.5,7.30625,5.6225000000000005,20.658749999999998,7.00375,0.5555555555555556,32.05777777777777,0.04555555555555556,0.21888888888888888,,31.61888888888889,59.06444444444445,2.9322222222222223,274.50888888888886,136.16666666666666,30.72666666666667,0.0
2022-09-04,,,,,,,,,,,,,,,,,,
2022-09-05,27.428571428571427,75.89285714285714,9.038571428571428,6.795714285714285,20.79,5.337142857142857,0.36,37.22571428571428,0.0,0.32142857142857145,,30.934285714285714,67.21428571428571,2.0685714285714285,267.7857142857143,19.464285714285715,28.541428571428572,0.0
2022-09-06,33.875,97.88541666666667,11.075000000000001,8.207083333333333,18.441666666666666,5.010416666666667,0.6754166666666667,29.939166666666665,0.023750000000000004,0.46291666666666664,0.085,30.96625,66.23958333333333,1.66875,208.79166666666666,129.84375,28.86583333333333,0.0
2022-09-07,36.71875,99.19791666666667,13.057083333333333,9.176666666666668,18.899583333333336,5.446666666666666,0.75625,22.246666666666666,0.06333333333333334,0.5641666666666666,0.0725,31.049583333333334,67.73958333333333,1.7420833333333334,138.45833333333334,103.58333333333333,28.860833333333332,0.0
2022-09-08,42.46875,108.4375,14.558333333333332,9.977083333333333,20.383333333333333,5.635833333333333,0.8158333333333333,15.386249999999999,0.06958333333333334,0.6183333333333333,0.16375,31.15041666666667,64.61458333333333,2.558333333333333,67.22916666666667,112.85416666666667,29.754583333333333,0.0
2022-09-09,47.385416666666664,107.85416666666667,12.411666666666667,8.600416666666666,22.368333333333336,6.302499999999999,0.8933333333333334,28.02625,0.06791666666666667,0.5879166666666666,0.10750000000000001,30.955833333333334,63.510416666666664,1.8983333333333334,98.41666666666667,114.53125,30.249583333333334,0.0
2022-09-10,33.552083333333336,71.90625,12.998333333333333,8.93375,20.932083333333335,5.925416666666667,0.7841666666666667,40.343333333333334,0.07,0.5216666666666666,0.07666666666666667,31.05541666666667,75.46875,1.8366666666666667,128.32291666666666,73.03125,28.600416666666664,0.15083333333333335
2022-09-11,33.895833333333336,71.76041666666667,10.7325,7.927916666666667,19.417916666666667,4.624583333333333,0.7533333333333333,38.7125,0.05375,0.45249999999999996,0.03,30.987083333333334,76.25,1.9016666666666666,110.13541666666667,90.125,28.649583333333336,0.01875
2022-09-12,29.625,62.40625,9.74,7.453333333333333,19.94125,5.107083333333333,0.79,40.45375,0.035416666666666666,0.40625,0.05,31.01625,77.80208333333333,2.1704166666666667,129.04166666666666,90.13541666666667,28.340416666666666,0.15833333333333333
2022-09-13,20.78125,52.239583333333336,8.414583333333333,6.67625,18.995833333333334,5.32125,0.6016666666666667,41.39333333333334,0.012916666666666667,0.37125,0.03,31.196250000000003,83.35416666666667,1.67875,192.19791666666666,70.72916666666667,27.665833333333335,0.08
2022-09-14,18.875,44.697916666666664,5.83625,5.023333333333333,17.426666666666666,4.427083333333333,,36.91125,0.00125,0.26666666666666666,0.03,31.142083333333332,87.05208333333333,4.29625,262.40625,34.989583333333336,27.065416666666668,0.09416666666666668
2022-09-15,17.083333333333332,45.302083333333336,4.961666666666667,4.570416666666667,15.660000000000002,5.070416666666667,,34.09041666666667,0.0025,0.20375000000000001,0.05,31.097916666666666,85.4375,4.967083333333333,246.29166666666666,46.958333333333336,27.052916666666665,0.03208333333333333
2022-09-16,29.03125,71.54166666666667,5.601666666666667,5.029583333333333,15.325000000000001,5.4624999999999995,,33.2925,0.0,0.21708333333333332,,31.010416666666668,83.66666666666667,4.214583333333334,261.4479166666667,42.135416666666664,27.317083333333333,0.28833333333333333
2022-09-17,40.041666666666664,105.75,8.695833333333335,7.350416666666667,14.973333333333334,5.1137500000000005,,31.338333333333335,0.00125,0.25125000000000003,0.03,31.251666666666665,74.30208333333333,3.168333333333333,270.5208333333333,92.10416666666667,27.748333333333335,0.0
2022-09-18,38.555416666666666,105.90625,9.1075,6.95,15.241666666666667,5.359999999999999,,31.119583333333335,0.00875,0.34791666666666665,0.03,31.102083333333336,69.875,1.8045833333333334,225.30208333333334,126.03125,28.258750000000003,0.0
2022-09-19,38.65291666666666,104.30208333333333,9.15625,6.757083333333333,16.19875,5.622083333333333,,27.236666666666668,0.01,0.3545833333333333,0.03,31.127916666666664,65.17708333333333,2.0241666666666664,202.41666666666666,126.82291666666667,28.94541666666667,0.0
2022-09-20,35.322916666666664,96.23958333333333,7.211666666666667,5.72375,17.517916666666668,5.26875,0.5683333333333334,31.187083333333334,0.00125,0.25,0.03,31.111666666666665,70.46875,3.0933333333333333,250.4375,113.16666666666667,28.36375,0.0
2022-09-21,30.760416666666668,85.61458333333333,6.508333333333333,5.49625,16.750416666666666,4.952916666666667,0.5570833333333334,24.546666666666667,0.0,0.21541666666666667,,31.040833333333335,70.88541666666667,3.0574999999999997,263.75,104.01041666666667,28.0725,0.06999999999999999
2022-09-22,33.791666666666664,84.17708333333333,6.31375,5.529166666666666,16.615833333333335,5.345416666666666,0.4970833333333333,22.723333333333333,0.00125,0.18416666666666667,,30.873333333333335,76.94791666666667,5.67875,272.7083333333333,55.916666666666664,27.15125,0.004166666666666667
2022-09-23,34.71875,83.25,6.59375,5.492916666666667,16.439583333333335,5.064166666666667,0.5004166666666666,20.21125,0.0,0.15708333333333332,0.03,30.956666666666667,79.67708333333333,7.090833333333333,260.71875,44.708333333333336,26.449166666666667,0.15125
2022-09-24,30.979166666666668,88.16666666666667,8.1575,7.077083333333333,14.839583333333332,5.27125,0.47625,18.41,0.00125,0.17500000000000002,0.08,30.8575,71.95833333333333,5.281666666666667,255.70833333333334,108.66666666666667,27.230833333333333,0.0
2022-09-25,41.072916666666664,100.3125,10.830833333333333,8.00625,15.020416666666668,4.712916666666667,0.6220833333333333,16.099999999999998,0.009166666666666667,0.28708333333333336,0.03666666666666667,31.159166666666668,70.19791666666667,2.5933333333333333,254.61458333333334,87.63541666666667,27.359166666666667,0.008333333333333333
2022-09-26,49.09,111.41666666666667,11.9075,8.352500000000001,15.670416666666668,4.9624999999999995,0.6108333333333333,11.169583333333334,0.0375,0.3675,0.03,31.048333333333332,64.03125,1.265,240.375,125.10416666666667,28.38,0.0
2022-09-27,45.979166666666664,108.4375,11.7675,8.32375,17.72125,5.5687500000000005,0.6737500000000001,21.996666666666666,0.025416666666666667,0.3720833333333333,0.03,31.197083333333335,62.21875,1.415,189.86458333333334,116.83333333333333,28.847916666666666,0.0
2022-09-28,41.28125,102.41666666666667,10.606666666666667,7.62,18.060416666666665,5.5117391304347825,0.7225,45.503478260869564,0.017499999999999998,0.3095833333333333,0.05800000000000001,31.260416666666668,62.791666666666664,2.0124999999999997,185.92708333333334,116.02083333333333,29.155,0.0
2022-09-29,42.197916666666664,114.14583333333333,11.979166666666666,8.31625,18.430416666666666,5.468333333333334,0.7712500000000001,79.70583333333333,0.025833333333333333,0.37375,0.065,31.491249999999997,59.791666666666664,1.755,151.3125,107.85416666666667,29.312916666666666,0.0
2022-09-30,38.92375,101.04166666666667,11.13,8.095,18.736666666666668,5.670000000000001,0.6395833333333333,68.8575,0.020833333333333332,0.33499999999999996,0.094,31.527083333333334,63.392500000000005,1.9420833333333334,211.87833333333333,118.64583333333333,28.894583333333333,0.025000000000000005
2022-10-01,35.96541666666666,92.9375,11.232173913043477,8.18086956521739,19.65086956521739,4.590434782608695,0.6687500000000001,58.19,0.015,0.385,0.12333333333333334,32.29,65.08333333333333,2.4787500000000002,224.39583333333334,122.51041666666667,28.175833333333333,0.02291666666666667
2022-10-02,,88.71875,9.377916666666666,7.070833333333333,19.412499999999998,4.735416666666667,0.6375000000000001,40.157916666666665,0.014583333333333332,0.31083333333333335,0.052500000000000005,31.025833333333335,64.23958333333333,2.2666666666666666,257.53125,119.4375,28.33458333333333,0.014583333333333332
2022-10-03,,94.5,11.380833333333333,8.11125,20.050833333333333,5.1745833333333335,0.6970833333333334,35.07458333333333,0.016666666666666666,0.6995833333333333,1.317142857142857,31.13,59.802083333333336,2.1875,224.625,126.27083333333333,28.506666666666664,0.0
2022-10-04,,112.03125,13.42,9.169166666666667,19.732499999999998,5.107916666666667,0.7025,67.70291666666667,0.046250000000000006,0.4825,0.17636363636363636,31.268333333333334,53.75,2.3120833333333333,165.04166666666666,106.32291666666667,28.830416666666665,0.0
2022-10-05,,122.53125,13.381666666666668,9.073333333333332,21.137916666666666,5.61625,0.8154166666666667,75.94166666666666,0.04750000000000001,0.41500000000000004,0.07571428571428572,31.32375,60.5,1.8895833333333334,138.6875,83.71875,28.565833333333334,0.02416666666666667
2022-10-06,,59.447916666666664,11.252916666666666,8.145416666666668,24.48875,4.3133333333333335,0.77375,33.8525,0.05333333333333334,0.47833333333333333,0.054000000000000006,31.360833333333332,81.16666666666667,2.205,83.8125,49.84375,27.35375,0.035416666666666666
2022-10-07,,51.875,11.621666666666668,8.537916666666666,19.9325,4.560416666666667,0.68,23.445000000000004,0.034583333333333334,0.48833333333333334,0.13799999999999998,31.069166666666664,81.34375,2.0883333333333334,89.41666666666667,48.020833333333336,26.9825,0.22124999999999997
2022-10-08,,75.73958333333333,10.444583333333332,8.26375,16.515416666666667,4.3999999999999995,0.69125,34.934583333333336,0.01625,0.37375,0.10833333333333334,30.897916666666664,80.42708333333333,3.6370833333333334,163.58333333333334,56.989583333333336,27.285,0.24958333333333335
2022-10-09,,60.864583333333336,9.1625,6.889583333333333,15.614583333333334,4.714583333333334,0.66125,39.746249999999996,0.02416666666666667,0.25875,0.21666666666666665,31.058333333333334,76.29166666666667,3.41,219.98958333333334,90.09375,27.660416666666666,0.0
2022-10-10,29.333333333333332,76.12833333333333,11.797916666666666,8.588333333333333,16.34375,4.580416666666666,0.7504166666666667,23.073333333333334,0.035833333333333335,0.3075,0.06571428571428571,30.74416666666667,77.64583333333333,1.7616666666666667,241.1875,86.36458333333333,27.96666666666667,0.12166666666666666
2022-10-11,28.416666666666668,74.89583333333333,22.855,15.151666666666666,16.89913043478261,5.187083333333333,0.7316666666666666,34.737500000000004,1.0066666666666666,0.59,1.615,29.89625,70.91666666666667,1.7162499999999998,193.35416666666666,101.04166666666667,28.425833333333333,0.0
2022-10-12,35.5625,99.30916666666667,47.82739130434783,22.098333333333333,21.21291666666667,5.829999999999999,0.9175,44.01166666666666,1.2333333333333334,0.8033333333333333,0.5920833333333333,30.06458333333333,59.322916666666664,1.71125,164.1875,123.88541666666667,28.577916666666667,0.0
2022-10-13,27.8125,102.65625,53.857499999999995,26.635833333333334,24.405833333333334,7.324166666666667,0.7720833333333333,38.834583333333335,0.26791666666666664,0.5725,0.10200000000000001,30.177083333333332,45.666666666666664,2.5770833333333334,69.29166666666667,132.22916666666666,28.315833333333334,0.0
2022-10-14,36.0,124.60416666666667,,,,7.763333333333333,0.8466666666666667,40.192083333333336,0.12833333333333333,0.5879166666666666,0.09461538461538462,30.379583333333333,40.333333333333336,2.26125,79.88541666666667,130.88541666666666,27.925,0.0
2022-10-15,49.03125,147.39583333333334,,,,8.114166666666668,0.9325,42.481249999999996,0.09000000000000001,0.8275,0.08769230769230771,29.943749999999998,42.614583333333336,2.0316666666666667,97.45833333333333,126.46875,27.62291666666667,0.0
2022-10-16,49.96875,142.96875,,,,8.645416666666668,0.9470833333333334,49.55708333333333,0.08791666666666668,0.6554166666666666,0.10285714285714286,29.84166666666667,40.0,1.87,98.59375,125.51041666666667,27.66916666666667,0.0
2022-10-17,63.28125,143.44791666666666,,,,7.90375,1.0058333333333334,57.50541666666667,0.09125,0.6158333333333333,0.19555555555555557,29.875416666666666,46.697916666666664,1.9191666666666667,84.79166666666667,119.05208333333333,27.85875,0.0
2022-10-18,105.96541666666667,150.51041666666666,,,,6.509583333333333,1.0016666666666667,52.81375,0.08916666666666667,0.61375,0.1125,29.864166666666666,50.354166666666664,1.49625,117.76041666666667,112.0625,28.522916666666664,0.0
2022-10-19,60.989583333333336,145.60416666666666,,,,7.934583333333333,1.0266666666666666,49.99458333333334,0.0825,0.625,0.09545454545454546,30.015,44.979166666666664,1.5495833333333333,119.17708333333333,114.625,28.637916666666666,0.0
2022-10-20,53.375,142.10416666666666,54.82857142857143,30.759999999999998,20.814285714285713,7.292916666666667,0.93,41.047826086956526,0.09000000000000001,0.7491666666666666,0.29625,31.040000000000003,40.59375,1.5841666666666665,120.38541666666667,121.01041666666667,28.04375,0.0
2022-10-21,60.885416666666664,146.09375,31.790000000000003,18.404166666666665,23.536666666666665,12.350833333333334,0.9375,38.12583333333333,0.08375,0.5733333333333334,0.146,29.741666666666664,40.604166666666664,1.9179166666666667,89.60416666666667,109.71875,27.841250000000002,0.0
2022-10-22,104.85416666666667,176.01041666666666,37.998333333333335,22.216250000000002,28.04125,9.934583333333334,1.17625,44.348571428571425,0.10125,0.8275,0.338,29.770416666666666,36.23625,1.3870833333333332,106.69458333333334,119.0,27.714166666666667,0.0
2022-10-23,80.87166666666667,179.14583333333334,34.91375,20.304166666666667,35.76208333333333,11.604166666666666,1.1870833333333335,52.580000000000005,0.12375000000000001,0.8145833333333333,0.1922222222222222,29.89916666666667,40.40625,1.5933333333333335,121.05208333333333,112.09375,27.575416666666666,0.0
2022-10-24,150.11125,210.95652173913044,30.179583333333337,20.707083333333333,37.660000000000004,30.804166666666664,0.9225,61.87916666666666,0.0825,0.49625,0.142,30.11375,37.635416666666664,1.84875,139.72916666666666,115.03125,27.35166666666667,0.0
2022-10-25,79.54166666666667,119.33333333333333,20.298333333333336,14.954166666666666,39.79958333333334,12.685416666666667,0.7291666666666666,63.834583333333335,0.060000000000000005,0.325,0.05285714285714286,33.19833333333333,36.854166666666664,1.6429166666666666,204.14583333333334,115.84375,27.47083333333333,0.0
2022-10-26,45.979166666666664,139.34375,32.99583333333333,23.3225,38.87583333333333,11.123333333333333,0.89125,53.576666666666675,0.08083333333333334,0.5758333333333333,0.23272727272727273,33.430416666666666,37.010416666666664,1.4325,174.77083333333334,114.05208333333333,27.75916666666667,0.0
2022-10-27,51.666666666666664,152.26041666666666,41.348333333333336,28.75583333333333,42.885,10.00375,1.0629166666666667,51.38695652173914,0.105,0.8079166666666667,0.3288235294117647,33.404583333333335,38.0,1.29375,177.92708333333334,109.22916666666667,27.751666666666665,0.0
2022-10-28,42.19565217391305,142.58695652173913,42.2925,28.776666666666667,44.123333333333335,9.943333333333333,0.9958333333333332,48.625416666666666,0.09250000000000001,0.8233333333333334,0.20909090909090908,33.39333333333334,37.604166666666664,1.7370833333333333,133.05208333333334,110.08333333333333,28.00791666666667,0.0
2022-10-29,41.77272727272727,160.23684210526315,42.6275,27.626666666666665,35.62583333333333,11.547083333333333,1.00125,48.355,0.09125,0.7495833333333334,0.26789473684210524,32.430416666666666,36.333333333333336,1.3604166666666666,149.10416666666666,109.0,28.060000000000002,0.0
2022-10-30,51.260416666666664,142.83333333333334,31.867500000000003,20.800833333333333,27.853333333333335,9.68625,0.975,67.09625,0.08958333333333333,0.7512500000000001,0.18055555555555555,31.255,34.791666666666664,1.8695833333333332,101.1875,107.22916666666667,27.677916666666665,0.0
2022-10-31,89.75708333333334,185.85416666666666,36.29958333333334,22.90041666666667,31.34875,11.187083333333334,1.2570833333333333,76.95875,0.10208333333333335,0.6308333333333334,0.15,31.221666666666668,38.455,2.13125,92.82625,96.20833333333333,27.040833333333335,0.0
2022-11-01,92.34375,191.34375,46.87625,29.6975,35.57625,10.617916666666668,1.41625,52.04125,0.11333333333333334,0.92875,0.34130434782608693,31.25708333333333,44.010416666666664,1.6791666666666665,104.15625,100.26041666666667,26.98,0.0
2022-11-02,83.97916666666667,167.22916666666666,42.425000000000004,30.565416666666668,38.8725,11.005,1.2866666666666666,50.81391304347826,0.11750000000000001,0.8450000000000001,0.2818181818181818,31.271666666666665,42.864583333333336,1.415,148.89583333333334,105.30208333333333,27.380416666666665,0.0
2022-11-03,60.18083333333333,155.29166666666666,43.93833333333333,30.235833333333332,31.879166666666666,13.404583333333333,1.2720833333333335,53.12869565217392,0.10416666666666667,0.8104166666666667,0.2990909090909091,31.17958333333333,38.927083333333336,1.37,148.8125,102.63541666666667,27.7775,0.0
2022-11-04,132.83333333333334,262.1979166666667,56.45416666666667,50.73083333333333,40.0325,16.077916666666667,1.6895833333333332,45.25476190476191,0.14041666666666666,1.2520833333333334,0.49291666666666667,31.125416666666666,43.302083333333336,1.1291666666666667,173.23958333333334,100.625,28.162499999999998,0.0
2022-11-05,89.39583333333333,204.07291666666666,48.843333333333334,36.73458333333333,40.38041666666667,13.09625,1.3825,50.34791666666666,0.11166666666666668,1.1041666666666667,0.4466666666666667,31.341250000000002,41.28125,1.3549999999999998,185.85416666666666,98.625,28.456666666666667,0.0
2022-11-06,61.677083333333336,181.10416666666666,46.08583333333333,33.880833333333335,35.91458333333333,11.311250000000001,1.3391666666666666,53.41166666666667,0.11041666666666666,0.8337500000000001,0.33625,31.267083333333332,39.645833333333336,1.3933333333333333,189.70833333333334,96.25,28.442916666666665,0.0
2022-11-07,74.52083333333333,194.46875,61.324999999999996,42.15125,42.71083333333333,11.455416666666666,1.6091666666666666,47.557916666666664,0.13583333333333333,1.2616666666666667,0.45125,31.265833333333333,42.541666666666664,1.2716666666666667,173.33333333333334,65.40625,28.034166666666668,0.0
2022-11-08,57.90625,159.42708333333334,35.25125,22.363333333333333,38.99,12.028333333333334,0.985,63.37875,0.08083333333333334,0.7895833333333333,0.25833333333333336,31.235833333333332,42.291666666666664,1.67375,195.11458333333334,76.90625,27.957083333333333,0.0
2022-11-09,69.03833333333334,160.96875,47.143478260869564,30.219565217391303,36.05652173913043,12.090434782608694,1.2721739130434782,53.28142857142858,0.09625,0.7966666666666667,0.2682608695652174,32.23869565217392,43.71875,1.2283333333333333,178.14583333333334,85.65625,27.979583333333334,0.0
2022-11-10,74.85416666666667,163.23958333333334,48.51333333333333,34.27583333333333,40.462916666666665,11.569166666666668,1.3254166666666667,61.52000000000001,0.10125,0.9795833333333334,0.2916666666666667,30.98375,46.697916666666664,1.1587500000000002,162.80208333333334,86.91666666666667,27.620833333333334,0.0
2022-11-11,67.04166666666667,137.86458333333334,28.788749999999997,18.8425,39.06166666666667,10.099166666666667,1.0466666666666666,65.03083333333333,0.09041666666666666,0.5129166666666667,0.1385,31.12875,46.416666666666664,2.174166666666667,78.52083333333333,89.33333333333333,27.241666666666664,0.0
2022-11-12,57.71541666666667,127.96875,31.675833333333333,21.469583333333333,26.575,9.012916666666667,0.9295454545454546,65.94583333333334,0.07125,0.48291666666666666,0.12380952380952381,31.10166666666667,38.510416666666664,1.9479166666666667,86.48958333333333,89.28125,26.77916666666667,0.0
2022-11-13,70.87166666666667,154.0,39.895833333333336,24.995833333333334,28.442916666666665,9.372083333333334,,59.29666666666666,0.08791666666666666,0.5779166666666667,0.197,30.784166666666668,41.916666666666664,1.56125,124.61458333333333,93.13541666666667,26.239166666666666,0.0
2022-11-14,89.71875,172.88541666666666,48.125,30.97791666666667,38.84583333333333,11.215416666666668,,55.13625,0.09541666666666666,0.7966666666666667,0.2647619047619048,30.770833333333332,48.625,1.4054166666666668,163.69791666666666,88.21875,26.28,0.0
2022-11-15,93.51041666666667,170.80208333333334,49.16916666666666,31.529583333333335,40.76958333333334,11.077916666666667,,59.461666666666666,0.09583333333333334,0.8645833333333334,0.2984210526315789,30.798333333333332,49.833333333333336,1.2916666666666667,167.21875,90.54166666666667,26.690833333333334,0.0
2022-11-16,76.04166666666667,143.76041666666666,39.78125,26.36375,40.369166666666665,9.583333333333334,0.9327272727272727,45.447391304347825,0.07666666666666667,0.655,0.22055555555555556,30.8725,49.385416666666664,1.7654166666666666,172.625,90.79166666666667,26.32625,0.0
2022-11-17,59.399166666666666,119.79166666666667,32.619166666666665,20.754166666666666,27.633750000000003,9.545416666666666,0.9975,42.42666666666667,0.07833333333333334,0.3958333333333333,0.13571428571428573,30.87625,41.5,2.0008333333333335,87.73958333333333,100.01041666666667,25.70958333333333,0.0
2022-11-18,45.385416666666664,116.46875,40.11208333333334,25.65041666666667,24.462083333333336,8.66125,1.0283333333333333,40.48347826086957,0.08375,0.5154166666666666,0.16875,30.94666666666667,38.71875,1.6404166666666666,107.88541666666667,102.80208333333333,25.3,0.0
2022-11-19,50.3125,119.78125,49.08083333333334,33.11291666666667,30.0675,9.320416666666667,1.0870833333333334,52.01950000000001,0.08458333333333334,0.5979166666666667,0.16,30.932083333333335,44.291666666666664,1.6104166666666666,132.46875,97.17708333333333,24.940416666666668,0.0
2022-11-20,66.17708333333333,138.80208333333334,45.94708333333333,29.410833333333333,33.48166666666666,8.816666666666666,1.1937499999999999,53.02458333333333,0.09749999999999999,0.5766666666666667,0.15695652173913044,30.89625,46.010416666666664,1.7566666666666666,96.45833333333333,96.9375,24.771666666666665,0.0
2022-11-21,82.25,154.33333333333334,40.89416666666667,25.552916666666665,35.80416666666667,9.689166666666667,1.1941666666666666,70.84083333333334,0.10375000000000001,0.5158333333333334,0.159,30.9175,46.239583333333336,1.9570833333333333,88.35416666666667,91.55208333333333,24.840416666666666,0.0
2022-11-22,90.86458333333333,171.5,53.713750000000005,39.619166666666665,36.565,9.495833333333334,1.5316666666666665,50.02608695652174,0.10791666666666667,0.7279166666666667,0.27,30.885,47.520833333333336,1.3458333333333332,115.13541666666667,96.64583333333333,24.774583333333336,0.0
2022-11-23,77.38875,149.29166666666666,52.744166666666665,36.335,38.70791666666667,13.051250000000001,1.3733333333333333,48.57869565217391,0.10583333333333333,0.78875,0.27181818181818185,30.885416666666668,46.447916666666664,1.5270833333333333,100.16666666666667,92.35416666666667,24.94333333333333,0.0
2022-11-24,43.517500000000005,102.92708333333333,41.50541666666667,25.975416666666664,28.025833333333335,10.86,0.9645833333333332,50.22125,0.08541666666666668,0.57375,0.1665,30.895833333333332,40.052083333333336,1.6245833333333335,101.76041666666667,97.96875,25.03625,0.0
2022-11-25,57.53125,132.19791666666666,53.88166666666667,38.36083333333333,30.576666666666668,9.080416666666666,1.3245833333333332,44.759166666666665,0.09875,0.66,0.22761904761904764,30.897916666666664,41.479166666666664,1.3633333333333333,110.89583333333333,97.08333333333333,24.815416666666664,0.0
2022-11-26,61.677083333333336,148.375,53.95875,38.695,31.303749999999997,9.875833333333334,1.4095833333333332,47.21333333333333,0.10333333333333333,0.7179166666666666,0.303,30.922083333333333,41.34375,1.3783333333333332,113.375,96.65625,25.083333333333332,0.0
2022-11-27,72.05208333333333,153.3125,64.84041666666667,50.430416666666666,40.35375,9.77375,1.5054166666666668,52.64941176470588,0.11750000000000001,0.7283333333333334,0.2947826086956522,30.8225,47.635416666666664,1.4133333333333333,150.82291666666666,93.58333333333333,24.702083333333334,0.0
2022-11-28,86.85416666666667,166.13541666666666,60.74208333333333,47.155,45.60708333333333,9.204583333333334,1.7754166666666666,55.193333333333335,0.13875,0.7400000000000001,0.23875000000000002,30.887916666666666,48.645833333333336,1.1245833333333335,136.86458333333334,87.25,25.13625,0.0
2022-11-29,70.57291666666667,137.70833333333334,45.587916666666665,29.4175,36.824999999999996,9.518749999999999,1.16875,57.955652173913045,0.09999999999999999,0.5633333333333334,0.17099999999999999,30.786666666666665,44.84375,1.8,87.67708333333333,85.65625,25.15041666666667,0.0
2022-11-30,101.67,143.03125,42.644,25.830000000000002,36.08,9.2655,1.2322727272727272,57.925,0.09500000000000001,0.4683333333333333,0.16333333333333336,31.663999999999998,49.739583333333336,2.1083333333333334,70.46166666666666,84.87166666666667,24.76875,0.0
2022-12-01,73.11125,131.34375,33.915,21.317083333333333,33.60958333333333,9.572916666666666,0.9899999999999999,69.28708333333334,0.08375,0.4083333333333334,0.16099999999999998,30.601249999999997,49.510416666666664,2.0970833333333334,81.94791666666667,81.23958333333333,24.534166666666668,0.0
2022-12-02,91.65291666666667,157.53125,46.32041666666667,29.192916666666665,36.1325,12.344166666666666,1.32375,55.685833333333335,0.08875,0.48500000000000004,0.15,30.49208333333333,51.041666666666664,1.2333333333333334,139.54166666666666,81.48958333333333,24.74625,0.0
2022-12-03,103.10083333333334,176.38541666666666,49.55125,30.685833333333335,37.48875,11.5175,1.4170833333333333,58.17291666666667,0.09166666666666667,0.5441666666666667,0.1819047619047619,30.664583333333336,54.947916666666664,1.1295833333333334,145.76041666666666,75.89583333333333,25.32041666666667,0.0
2022-12-04,101.07625,158.40625,35.54,22.15041666666667,37.151666666666664,11.875,1.2858333333333334,62.95791666666667,0.09291666666666666,0.42,0.12210526315789476,30.693749999999998,58.541666666666664,1.66375,93.64583333333333,73.44791666666667,25.40041666666667,0.0
2022-12-05,104.49333333333334,156.33333333333334,35.97727272727273,22.576363636363638,36.665,10.306086956521739,1.2129166666666666,59.82208333333333,0.10000000000000002,0.4245833333333333,0.09052631578947368,31.378181818181815,62.177083333333336,2.216666666666667,70.55208333333333,66.76041666666667,25.38208333333333,0.0
2022-12-06,88.04142857142857,132.55357142857142,25.877142857142854,17.181428571428572,29.572857142857142,9.319285714285714,0.7978571428571428,55.54,0.06142857142857143,0.2571428571428572,0.049999999999999996,30.549285714285713,64.33928571428571,2.5264285714285712,64.17857142857143,82.46428571428571,24.110000000000003,0.0
