From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm)
2021-09-25,23.941666666666666,36.8325,17.68,12.154583333333333,29.83583333333333,7.734583333333333,0.9829166666666667,20.2575,0.8008333333333333,,,26.349999999999998,63.235833333333325,0.69875,198.06041666666667,210.36384615384617,943.5966666666667,,,
2021-09-26,22.125416666666666,34.03791666666667,16.337083333333336,11.231250000000001,27.570416666666663,7.148333333333333,0.9550000000000001,18.72,0.77875,,,25.43375,65.63708333333334,0.6791666666666667,191.10916666666665,150.13153846153847,941.98875,,,
2021-09-27,19.495833333333334,29.99291666666667,14.396666666666667,9.897916666666665,24.29375,6.297916666666667,0.9458333333333333,16.495416666666667,0.7716666666666666,,,25.112083333333334,68.84291666666667,0.6729166666666666,171.20916666666668,139.30923076923077,940.4120833333333,,,
2021-09-28,15.972083333333332,24.571250000000003,11.792499999999999,8.1075,19.899583333333332,5.159583333333333,0.9266666666666667,13.512083333333335,0.7554166666666666,,,24.479583333333334,70.79166666666667,0.6583333333333333,176.29208333333335,103.15692307692308,939.8254166666667,,,
2021-09-29,14.71375,22.636666666666667,10.865833333333333,7.470416666666666,18.213333333333335,4.752916666666667,0.94,12.450416666666667,0.7654166666666667,,,24.935833333333335,69.87458333333333,0.6666666666666666,189.27374999999998,108.43222222222222,941.4641666666666,,,
2021-09-30,19.48875,29.98375,14.393749999999999,9.895416666666668,24.289583333333336,6.295833333333333,0.9716666666666667,16.49125,0.7929166666666667,,,25.959999999999997,68.00583333333333,0.6916666666666668,215.80458333333334,178.8114285714286,944.59125,,,
2021-10-01,26.217916666666667,40.33583333333333,19.361666666666668,13.310416666666667,32.6725,8.470416666666667,1.0358333333333334,22.18541666666667,0.81875,,,27.07625,65.33166666666666,0.7129166666666666,208.21791666666664,191.6992857142857,945.0766666666667,,,
2021-10-02,29.305833333333336,45.0875,21.6425,14.878750000000002,36.520833333333336,9.46875,1.0691666666666666,24.796666666666667,0.82875,,,27.57083333333333,65.61333333333333,0.7225,214.53708333333336,215.53538461538463,944.8966666666666,,,
2021-10-03,34.464166666666664,53.02166666666667,25.45,17.497083333333332,42.94708333333333,11.134583333333333,1.1120833333333333,29.161666666666665,0.8579166666666667,,,29.69333333333333,59.49,0.7487499999999999,195.345,141.71277777777777,945.8316666666666,,,
2021-10-04,32.439166666666665,49.90708333333333,23.95583333333333,16.46875,40.35375,10.48125,1.18,27.448333333333334,0.9125,,,31.407916666666665,54.625,0.7958333333333334,184.18166666666664,188.0742857142857,944.67875,,,
2021-10-05,18.755384615384614,28.85153846153846,13.848461538461539,9.52,23.367692307692305,6.059230769230769,0.9707692307692308,15.867692307692307,0.753076923076923,,,25.786153846153848,71.74153846153845,0.6553846153846153,178.23076923076923,279.7842857142857,944.7276923076922,,,
2021-10-06,26.971428571428568,41.496428571428574,19.905,13.683571428571428,33.589285714285715,8.712857142857143,1.1528571428571428,22.806428571428572,0.8928571428571429,,,29.849285714285713,59.26714285714286,0.7785714285714286,159.2135714285714,198.37166666666667,942.9671428571429,,,
2021-10-07,32.005,49.239583333333336,23.634583333333335,16.24875,39.88375,10.340416666666666,1.0929166666666668,27.072083333333335,0.8470833333333333,,,27.976249999999997,64.69208333333333,0.7370833333333334,165.43458333333334,189.87615384615384,942.7395833333334,,,
2021-10-08,23.78478260869565,36.592608695652174,17.565217391304348,12.076521739130435,29.52130434782609,7.684782608695652,1.0356521739130435,20.12608695652174,0.802608695652174,,,26.57913043478261,69.71434782608696,0.707391304347826,148.88347826086957,112.53923076923077,943.4073913043478,,,
2021-10-09,14.669166666666667,22.567083333333333,10.831666666666665,7.447083333333333,18.279166666666665,4.738333333333333,1.04,12.412083333333333,0.8058333333333333,,,26.365,67.69875,0.7025,108.91458333333333,190.55461538461537,944.7970833333334,,,
2021-10-10,16.23,24.980833333333333,11.98625,8.239583333333334,20.219166666666666,5.2437499999999995,0.9970833333333333,13.735833333333332,0.7725,,,25.529583333333335,70.48166666666667,0.67375,129.84833333333333,161.61933333333334,944.9416666666666,,,
2021-10-11,35.595,54.76125,26.285416666666666,18.070833333333333,44.331250000000004,11.500416666666666,1.06125,30.118333333333336,0.8224999999999999,,,27.626666666666665,63.45791666666667,0.7170833333333334,123.97458333333333,241.28384615384616,943.2866666666667,,,
2021-10-12,51.937083333333334,79.90291666666667,38.347500000000004,26.364166666666666,64.71166666666666,16.77875,1.08375,43.93958333333333,0.8395833333333332,,,27.925,60.01166666666666,0.7320833333333333,123.09625,201.76066666666665,942.8449999999999,,,
2021-10-13,56.29291666666666,89.1075,42.9675,31.689166666666665,74.65625,21.64375,1.0991666666666668,48.793749999999996,0.8516666666666667,,,28.2175,58.93625,0.7420833333333333,120.78791666666666,199.686,942.9583333333334,,,
2021-10-14,66.775,111.2911111111111,54.05555555555556,44.516666666666666,98.57222222222222,33.38722222222222,1.0966666666666667,60.41444444444445,0.8505555555555556,,,28.82388888888889,54.626666666666665,0.7405555555555555,118.45555555555555,239.58916666666667,942.806111111111,,,
2021-10-15,43.5825,72.6325,35.2775,29.052500000000002,64.33500000000001,21.7875,1.0375,39.4275,0.805,,,24.7225,65.2525,0.7,121.39,0.04666666666666667,941.23,,,
2021-10-16,39.305,65.50833333333334,31.8175,26.20375,58.02166666666667,19.652083333333334,1.0987500000000001,35.562083333333334,0.85125,,,28.462083333333336,52.59791666666666,0.7429166666666666,121.29833333333333,190.35176470588235,939.94375,,,
2021-10-17,41.40333333333333,69.00416666666666,33.51541666666667,27.60083333333333,61.11625,20.7,1.0725,37.4575,0.8304166666666667,,,27.25208333333333,60.30041666666667,0.72375,162.56958333333333,190.98,940.6170833333334,,,
2021-10-18,38.69842105263158,64.49578947368421,31.32684210526316,25.79842105263158,57.12473684210526,19.349473684210526,1.0126315789473683,35.01157894736842,0.7842105263157895,,,26.116315789473685,60.14947368421052,0.6831578947368421,200.42263157894737,261.127,943.311052631579,,,
2021-10-19,31.25190476190476,52.086190476190474,22.762857142857143,18.72142857142857,41.48380952380952,13.934285714285714,0.9995238095238095,27.006190476190476,0.7742857142857144,,,25.315238095238094,61.50333333333333,0.6742857142857143,169.9995238095238,181.77272727272728,947.0957142857142,,,
2021-10-20,37.39875,62.33375,24.9325,20.480833333333333,45.41458333333333,15.138333333333334,1.0591666666666668,31.16625,0.8191666666666667,,,27.294166666666666,55.82958333333334,0.7129166666666666,163.26708333333332,243.17923076923077,948.7087499999999,,,
2021-10-21,39.3125,65.51916666666666,26.207083333333333,21.527083333333334,47.73083333333333,15.910833333333334,1.0545833333333334,32.759166666666665,0.8170833333333333,,,27.3075,53.062916666666666,0.7120833333333333,186.29083333333335,207.8375,948.9245833333333,,,
2021-10-22,30.0135,50.0235,20.0105,16.436,36.445499999999996,12.1495,1.061,25.0115,0.8225,,,27.715500000000002,49.8445,0.716,238.675,246.48307692307694,948.859,,,
2021-10-23,,,,,,,,,,,,,,,,,,,,
2021-10-24,,,,,,,,,,,,,,,,,,,,
2021-10-25,19.75923076923077,32.931538461538466,13.178461538461537,10.824615384615385,24.00076923076923,8.00153846153846,1.1592307692307693,16.47153846153846,0.8969230769230769,,,29.98153846153846,43.99692307692308,0.7823076923076923,204.79,242.39666666666668,947.2923076923076,,,
2021-10-26,32.635,54.39166666666667,21.75708333333333,17.872083333333332,39.62708333333333,13.209166666666667,1.0258333333333334,27.19541666666667,0.7941666666666666,,,26.427916666666665,53.23708333333334,0.6379166666666667,181.67291666666665,240.44923076923078,947.30625,,,
2021-10-27,36.182916666666664,60.30458333333333,24.11791666666667,19.811666666666667,43.92958333333333,14.646666666666667,1.0070833333333333,30.147916666666664,0.7808333333333333,,,25.746666666666666,47.815416666666664,0.57875,176.84291666666664,173.81166666666667,947.9591666666666,,,
2021-10-28,49.51461538461539,82.52307692307691,33.01,27.114615384615384,60.12538461538462,20.04076923076923,0.8884615384615385,41.26153846153846,0.6876923076923076,,,23.28076923076923,58.64153846153845,0.5107692307692308,165.6153846153846,161.6590909090909,948.9161538461539,,,
2021-10-29,,,,,,,,,,,,,,,,,,,,
2021-10-30,,,,,,,,,,,,,,,,,,,,
2021-10-31,64.07714285714285,106.79571428571428,42.71857142857143,35.089999999999996,77.77714285714286,25.937142857142856,1.08,53.39714285714285,0.8357142857142856,,,25.822857142857142,57.651428571428575,0.6771428571428572,125.86428571428571,71.72333333333333,948.3485714285715,,,
2021-11-01,48.93958333333333,81.56708333333334,32.62583333333333,26.8,59.42583333333334,19.8075,1.0541666666666667,40.782916666666665,0.8175,,,26.94875,57.28958333333333,0.6583333333333333,121.49291666666666,121.1095,947.4395833333333,,,
2021-11-02,49.409166666666664,82.35208333333334,32.93875,27.055833333333336,59.99458333333333,19.999166666666667,1.0491666666666666,41.172916666666666,0.8137500000000001,,,26.669583333333335,55.318333333333335,0.6558333333333334,117.79166666666667,148.52117647058824,947.1954166666666,,,
2021-11-03,40.36333333333334,67.27125,26.908749999999998,22.10375,49.01291666666666,16.336666666666666,1.0833333333333333,33.632083333333334,0.8404166666666666,,,27.535833333333333,49.90958333333333,0.6779166666666666,133.955,125.90333333333335,946.9245833333333,,,
2021-11-04,36.227916666666665,60.379999999999995,24.1525,19.839583333333334,43.99125,14.664166666666667,1.1741666666666666,30.189999999999998,0.9108333333333333,,,29.528750000000002,50.55083333333334,0.7354166666666666,142.8175,112.1091304347826,945.96375,,,
2021-11-05,30.91875,51.530833333333334,20.612916666666667,16.931250000000002,37.54291666666666,12.51375,1.0691666666666666,25.765,0.8295833333333333,,,27.36916666666667,59.20458333333334,0.6683333333333333,155.66291666666666,137.16333333333333,946.2108333333334,,,
2021-11-06,28.131249999999998,46.884166666666665,18.754166666666666,15.405833333333334,34.15916666666667,11.386666666666665,1.0725,23.442083333333333,0.8320833333333333,,,27.228333333333335,57.98083333333333,0.6716666666666667,199.29250000000002,144.6506666666667,945.5254166666667,,,
2021-11-07,38.455652173913045,64.0904347826087,25.636521739130433,21.05826086956522,46.694782608695654,15.564782608695653,1.0230434782608697,32.046521739130434,0.7939130434782607,,,25.738260869565217,58.88739130434783,0.6382608695652173,197.38347826086957,149.32666666666665,945.4139130434783,,,
2021-11-08,51.65291666666667,86.08791666666667,34.435833333333335,28.28625,62.72,20.90791666666667,0.9966666666666666,43.043749999999996,0.7725,,,25.36583333333333,46.18958333333333,0.6216666666666667,190.6975,223.35384615384615,947.15,,,
2021-11-09,64.97541666666667,108.29375,43.32458333333333,35.58958333333333,78.915,26.305000000000003,0.9491666666666667,54.15708333333333,0.7366666666666667,,,24.03625,45.451249999999995,0.59375,203.47666666666666,222.32999999999998,947.8504166666667,,,
2021-11-10,67.25190476190475,112.08952380952381,44.83571428571428,36.82857142857143,81.66571428571429,27.222380952380952,0.9052380952380952,56.0452380952381,0.7019047619047619,,,22.403809523809525,45.97285714285714,0.5652380952380952,194.74190476190475,157.48399999999998,947.1014285714286,,,
2021-11-11,70.08083333333333,116.80291666666666,46.71791666666667,38.376666666666665,85.09458333333333,28.366666666666664,0.9183333333333333,58.39875,0.7108333333333333,,,23.342083333333335,43.88916666666666,0.5741666666666667,208.76291666666668,206.1692857142857,945.9237499999999,,,
2021-11-12,64.54916666666666,107.58125,43.03208333333333,35.34708333333333,78.38125000000001,26.127499999999998,0.9558333333333334,53.790416666666665,0.7420833333333333,,,24.655833333333334,44.665416666666665,0.5979166666666667,186.55166666666665,150.07473684210527,945.5283333333333,,,
2021-11-13,61.3423076923077,102.23769230769231,40.893846153846155,33.59076923076923,74.48769230769231,24.829230769230772,0.9061538461538461,51.119230769230775,0.7030769230769232,,,23.97153846153846,50.95846153846154,0.5661538461538462,197.4346153846154,156.244,946.4092307692307,,,
2021-11-14,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,,,,,,,,,,,
2021-11-16,31.05916666666667,51.76499999999999,20.706666666666667,17.008333333333333,37.69,12.571666666666667,1.1758333333333333,25.882499999999997,0.91,,,29.474166666666665,55.23583333333334,0.735,157.56416666666667,134.17499999999998,943.1750000000001,,,
2021-11-17,15.107083333333334,25.179166666666664,10.071666666666667,8.27375,18.345,6.114583333333333,1.03375,12.589583333333332,0.7999999999999999,,,25.99875,68.44875,0.6470833333333333,154.65958333333333,106.2523076923077,944.9429166666667,,,
2021-11-18,25.860434782608696,42.340434782608696,16.018695652173914,13.03,29.049565217391304,9.988260869565218,1.0491304347826087,19.56826086956522,0.8134782608695652,,,26.742173913043477,65.18086956521739,0.6556521739130435,159.8473913043478,162.694,944.9647826086956,,,
2021-11-19,36.137499999999996,58.285,20.982499999999998,16.902916666666666,37.885,11.744166666666667,0.8975,25.0625,0.8283333333333333,,,26.465,63.1275,0.68,160.01708333333332,128.91230769230768,942.87125,,,
2021-11-20,29.012916666666666,46.77375,16.845833333333335,13.570416666666667,30.416666666666668,8.89125,0.5975,20.1225,0.8583333333333334,,,26.17375,66.06166666666667,0.7270833333333333,167.9825,96.45714285714287,942.3208333333333,,,
2021-11-21,15.435416666666667,24.89625,8.9625,7.219166666666666,16.1825,4.730416666666667,0.59125,10.705416666666666,0.8495833333333334,,,26.01,70.99958333333333,0.7216666666666667,169.08416666666668,75.628,944.0212499999999,,,
2021-11-22,20.202916666666667,36.790416666666665,11.728333333333333,9.447916666666666,21.1725,6.189583333333334,0.61125,14.007916666666667,0.8779166666666667,,,27.09125,63.92583333333334,0.74625,155.43916666666667,124.99176470588236,947.0804166666667,,,
2021-11-23,32.35166666666667,62.61416666666667,18.784166666666668,15.132083333333334,33.91583333333333,9.91375,0.6241666666666666,22.437083333333334,0.8962500000000001,,,27.887916666666666,64.09,0.7604166666666666,140.91541666666666,185.71357142857144,946.7925,,,
2021-11-24,49.91,96.60083333333334,28.979583333333334,23.345416666666665,52.32416666666666,15.294166666666667,0.63125,34.61541666666667,0.9045833333333334,,,27.951666666666668,62.79916666666667,0.7675,145.77416666666667,154.91533333333334,947.0054166666667,,,
2021-11-25,56.17739130434782,97.47478260869566,32.61913043478261,26.27695652173913,58.721304347826084,17.216521739130435,0.6234782608695653,38.961304347826086,0.9,,,27.179565217391303,58.89739130434782,0.7595652173913043,144.43260869565216,228.96875,947.5678260869565,,,
2021-11-26,56.157826086956526,90.57652173913044,32.60782608695652,26.267391304347825,58.87478260869565,17.210869565217394,0.5947826086956521,38.94913043478261,0.8534782608695651,,,26.20695652173913,58.21739130434783,0.7239130434782608,154.7695652173913,161.60999999999999,948.1082608695652,,,
2021-11-27,60.35666666666666,97.37958333333334,35.04666666666667,28.229583333333334,63.276250000000005,18.497083333333332,0.57375,41.86083333333333,0.8229166666666666,,,25.331666666666667,55.59708333333333,0.6979166666666666,147.24208333333334,162.1875,948.1845833333333,,,
2021-11-28,80.65583333333333,130.08875,46.831250000000004,37.725833333333334,84.53375,24.716666666666665,0.5337500000000001,55.937916666666666,0.7645833333333334,,,25.0,46.03208333333333,0.6495833333333333,144.53833333333333,267.2005555555555,949.5524999999999,,,
2021-11-29,68.75625000000001,110.60208333333333,40.05958333333333,32.2875,72.34666666666666,20.325416666666666,0.5245833333333333,48.43083333333333,0.7516666666666666,,,22.999166666666667,50.35708333333333,0.63875,136.56416666666667,110.28428571428572,949.4695833333334,,,
2021-11-30,65.29625,104.72083333333335,38.19166666666667,30.8,68.99333333333333,18.47875,0.54,46.81583333333333,0.7758333333333334,,,23.545833333333334,53.11833333333333,0.6566666666666666,158.26041666666666,97.13461538461539,948.8141666666667,,,
2021-12-01,44.178333333333335,70.85291666666667,25.840833333333332,20.83875,46.67958333333333,12.503333333333332,0.45,31.675416666666667,0.6466666666666666,,,19.28625,72.65833333333333,0.5499999999999999,150.03416666666666,17.756470588235295,947.8762499999999,,,
2021-12-02,35.6275,57.13916666666666,20.83875,16.805416666666666,37.63375,10.084166666666667,0.4295833333333334,25.545416666666668,0.615,,,18.534583333333334,80.94041666666666,0.5241666666666667,147.29541666666668,27.61,947.7979166666668,,,
2021-12-03,32.92625,52.80458333333333,19.25875,15.531666666666666,34.78791666666667,9.319166666666666,0.5075,23.60625,0.7279166666666667,,,22.235416666666666,77.97625000000001,0.6183333333333333,156.57750000000001,70.593125,947.6883333333334,,,
2021-12-04,33.04708333333333,53.000416666666666,19.331666666666667,15.589583333333332,34.92208333333333,9.352500000000001,0.4945833333333333,23.708333333333332,0.7108333333333333,,,21.6425,77.63583333333334,0.6033333333333334,152.45916666666668,54.06055555555556,948.5375,,,
2021-12-05,23.75208333333333,38.10958333333333,13.891666666666666,11.202083333333334,25.094583333333333,6.722916666666666,0.505,17.029166666666665,0.7254166666666667,,,22.51,67.68124999999999,0.6154166666666666,128.94708333333332,105.00333333333333,948.5741666666667,,,
2021-12-06,39.048750000000005,62.625416666666666,22.84,18.419166666666666,41.260416666666664,11.051666666666668,0.5125000000000001,27.99875,0.7358333333333333,,,22.76125,64.58541666666666,0.6262500000000001,129.88458333333332,105.21444444444444,948.4066666666666,,,
2021-12-07,91.36352941176472,146.52470588235295,53.44117647058823,43.09705882352941,96.53588235294119,25.856470588235293,0.4354166666666666,49.745625000000004,0.6241666666666666,,,23.032916666666665,64.68916666666667,0.5304166666666666,125.20708333333333,146.5742857142857,949.0579166666666,,,
2021-12-08,154.19357142857143,247.29285714285714,90.2042857142857,72.74428571428572,162.95000000000002,43.64071428571429,0.41041666666666665,82.11749999999999,0.59,,,22.587083333333336,63.33958333333334,0.5004166666666666,119.10583333333334,148.42692307692306,949.1629166666667,,,
2021-12-09,361.905,580.415,211.68083333333334,170.70916666666668,382.3908333333334,102.42583333333333,0.41583333333333333,182.27,0.5975,,,23.617500000000003,62.33583333333333,0.5070833333333333,158.48708333333335,155.53230769230768,950.3766666666667,,,
2021-12-10,234.20000000000002,375.605,136.985625,110.4725,247.458125,66.283125,0.39208333333333334,146.60384615384615,0.5620833333333334,,,23.39375,62.831250000000004,0.4770833333333333,143.2408333333333,149.84384615384616,950.9183333333334,,,
2021-12-11,181.495,291.077,106.178,85.626,191.805,51.373000000000005,0.385,100.16875,0.55125,,,23.630416666666665,61.36666666666667,0.4679166666666667,148.72,156.81615384615384,950.6045833333333,,,
2021-12-12,,,,,0.0,,0.278125,,0.39875,,,23.361875,61.795,0.339375,151.495625,190.301,950.920625,,,
2021-12-13,,,,,,,,,,,,,,,,,,,,
2021-12-14,,,,,,,,,,,,,,,,,,,,
2021-12-15,,,,,,,,,,,,,,,,,,,,
2021-12-16,,,,,,,,,,,,,,,,,,,,
2021-12-17,,,,,,,,,,,,,,,,,,,,
2021-12-18,,,,,,,,,,,,,,,,,,,,
2021-12-19,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,,,,,,
2021-12-21,,,,,,,,,,,,,,,,,,,,
2021-12-22,,,,,,,,,,,,,,,,,,,,
2021-12-23,,,,,,,,,,,,,,,,,,,,
2021-12-24,,,,,,,,,,,,,,,,,,,,
2021-12-25,,,,,,,,,,,,,,,,,,,,
2021-12-26,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,,,,,,,,,,,,,,
2021-12-29,,,,,,,,,,,,,,,,,,,,
2021-12-30,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,,,,,,,,,,,,,,
2022-01-01,,,,,,,,,,,,,,,,,,,,
2022-01-02,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,,,,,,,,,,,,,,,,,,
2022-01-06,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,,,,,,,,,,,,,,
2022-01-08,,,,,,,,,,,,,,,,,,,,
2022-01-09,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,,,,,,,,,,,,,,
2022-01-12,,,,,,,,,,,,,,,,,,,,
2022-01-13,,,,,,,,,,,,,,,,,,,,
2022-01-14,,,,,,,,,,,,,,,,,,,,
2022-01-15,,,,,,,,,,,,,,,,,,,,
2022-01-16,,,,,,,,,,,,,,,,,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,,
2022-01-18,,,,,,,,,,,,,,,,,,,,
2022-01-19,,,,,,,,,,,,,,,,,,,,
2022-01-20,,,,,,,,,,,,,,,,,,,,
2022-01-21,,,,,,,,,,,,,,,,,,,,
2022-01-22,,,,,,,,,,,,,,,,,,,,
2022-01-23,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,,,,,,,,
2022-01-26,,,,,,,,,,,,,,,,,,,,
2022-01-27,,,,,,,,,,,,,,,,,,,,
2022-01-28,,,,,,,,,,,,,,,,,,,,
2022-01-29,,,,,,,,,,,,,,,,,,,,
2022-01-30,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,
2022-02-01,,,,,,,,,,,,,,,,,,,,
2022-02-02,,,,,,,,,,,,,,,,,,,,
2022-02-03,,,,,,,,,,,,,,,,,,,,
2022-02-04,,,,,,,,,,,,,,,,,,,,
2022-02-05,,,,,,,,,,,,,,,,,,,,
2022-02-06,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,
2022-02-08,,,,,,,,,,,,,,,,,,,,
2022-02-09,,,,,,,,,,,,,,,,,,,,
2022-02-10,,,,,,,,,,,,,,,,,,,,
2022-02-11,,,,,,,,,,,,,,,,,,,,
2022-02-12,,,,,,,,,,,,,,,,,,,,
2022-02-13,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,
2022-02-15,48.7675,78.215,28.669999999999998,23.12,41.434,13.802499999999998,0.702,35.145,1.006,,,34.94,13.437999999999999,0.8539999999999999,162.776,405.12600000000003,945.5,,,
2022-02-16,42.18,67.65,24.67,19.9,29.713333333333335,11.935,0.7166666666666667,30.240000000000002,1.0266666666666666,,,33.9,17.173333333333336,0.87,158.79999999999998,435.32666666666665,943.4699999999999,,,
2022-02-17,,,,,,,,,,,,,,,,,,,,
2022-02-18,40.925,65.6375,23.9375,19.305,43.24125,11.58375,0.7325,29.3425,1.0525,,,34.667500000000004,17.1375,0.89375,178.76625,300.45625,943.9175,,,
2022-02-19,,,,,,,,,,,,,,,,,,,,
2022-02-20,,,,,,,,,,,,,,,,,,,,
2022-02-21,67.11538461538461,107.63846153846154,39.269999999999996,31.66923076923077,70.94076923076923,19.002307692307692,0.7023076923076924,48.137692307692305,1.0053846153846153,,,31.448461538461537,21.786923076923078,0.8530769230769231,159.54076923076926,268.2733333333333,945.1800000000001,,,
2022-02-22,78.09666666666666,125.24875000000002,45.66791666666666,36.82958333333333,82.49708333333334,22.097916666666666,0.6041666666666666,55.979166666666664,0.8687499999999999,,,27.159583333333334,36.90416666666667,0.7374999999999999,162.69333333333333,236.8923076923077,946.92125,,,
2022-02-23,69.31,111.17083333333333,40.54,32.69416666666667,73.23333333333333,19.615,0.625,49.69583333333333,0.8975,,,27.979583333333334,41.14125,0.7604166666666666,171.97583333333333,200.97133333333335,948.5875,,,
2022-02-24,67.76083333333334,108.67291666666667,39.634166666666665,31.964166666666667,71.59666666666666,19.178333333333335,0.6375000000000001,48.58416666666667,0.9141666666666667,,,28.212083333333336,39.60791666666667,0.7758333333333334,170.94041666666666,173.548125,949.4991666666666,,,
2022-02-25,72.91708333333334,116.94291666666668,42.650416666666665,34.39541666666667,77.04541666666667,20.636666666666667,0.6275000000000001,52.28041666666667,0.9020833333333332,,,27.99083333333333,36.085,0.7654166666666667,178.465,210.95499999999998,948.99125,,,
2022-02-26,66.55041666666666,106.73083333333334,38.92458333333334,31.390416666666667,70.31416666666667,18.835416666666667,0.6266666666666666,47.72,0.89875,,,27.857916666666668,32.513333333333335,0.7633333333333333,181.10875,214.92285714285714,948.6279166666667,,,
2022-02-27,66.69500000000001,106.96416666666666,39.010416666666664,31.461250000000003,70.47083333333333,18.87625,0.62375,47.818333333333335,0.8954166666666666,,,27.81125,32.93833333333333,0.7608333333333333,172.55541666666667,192.000625,949.14,,,
2022-02-28,59.86916666666667,96.01583333333333,35.0175,28.24,63.25791666666667,16.943749999999998,0.6175,42.92416666666667,0.8845833333333334,,,27.544583333333335,30.83375,0.75,202.3658333333333,180.455,948.8079166666666,,,
2022-03-01,59.481249999999996,95.395,34.790416666666665,28.05666666666667,62.848333333333336,16.835,0.6191666666666666,42.63875,0.8883333333333333,,,27.683333333333334,30.33791666666667,0.7533333333333333,184.9729166666667,181.3722222222222,948.9379166666666,,,
2022-03-02,60.67791666666667,97.32833333333333,35.48916666666667,28.62125,64.10958333333333,17.1725,0.6254166666666666,43.50375,0.8979166666666667,,,27.93625,33.362500000000004,0.76125,147.52125,180.02470588235295,948.3358333333334,,,
2022-03-03,58.31375,93.56583333333333,34.10875,27.50708333333333,61.615,16.504166666666666,0.6416666666666667,41.80375,0.9229166666666666,,,28.70125,33.61083333333333,0.7841666666666667,215.72166666666666,183.2941176470588,947.9575,,,
2022-03-04,66.28,106.2975,38.76625,31.26375,70.03208333333333,18.758333333333333,0.63875,47.5275,0.9166666666666666,,,28.5425,32.75291666666667,0.7791666666666667,184.2770833333333,209.230625,948.1745833333333,,,
2022-03-05,65.95466666666667,105.77666666666667,38.58866666666666,31.12,69.70666666666666,18.666666666666668,0.5886666666666667,47.3,0.8453333333333333,,,27.259999999999998,36.870666666666665,0.7153333333333334,250.86133333333333,303.53555555555556,948.4093333333333,,,
2022-03-06,,,,,,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,
2022-03-08,,,,,,,,,,,,,,,,,,,,
2022-03-09,,,,,,,,,,,,,,,,,,,,
2022-03-10,,,,,,,,,,,,,,,,,,,,
2022-03-11,,,,,,,,,,,,,,,,,,,,
2022-03-12,,,,,,,,,,,,,,,,,,,,
2022-03-13,,,,,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,
2022-03-15,,,,,,,,,,,,,,,,,,,,
2022-03-16,,,,,,,,,,,,,,,,,,,,
2022-03-17,,,,,,,,,,,,,,,,,,,,
2022-03-18,,,,,,,,,,,,,,,,,,,,
2022-03-19,,,,,,,,,,,,,,,,,,,,
2022-03-20,,,,,,,,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,
2022-03-22,,,,,,,,,,,,,,,,,,,,
2022-03-23,,,,,,,,,,,,,,,,,,,,
2022-03-24,,,,,,,,,,,,,,,,,,,,
2022-03-25,,,,,,,,,,,,,,,,,,,,
2022-03-26,,,,,,,,,,,,,,,,,,,,
2022-03-27,,,,,,,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,
2022-03-29,,,,,,,,,,,,,,,,,,,,
2022-03-30,,,,,,,,,,,,,,,,,,,,
2022-03-31,,,,,,,,,,,,,,,,,,,,
2022-04-01,,,,,,,,,,,,,,,,,,,,
2022-04-02,,,,,,,,,,,,,,,,,,,,
2022-04-03,,,,,,,,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,
2022-04-05,,,,,,,,,,,,,,,,,,,,
2022-04-06,,,,,,,,,,,,,,,,,,,,
2022-04-07,,,,,,,,,,,,,,,,,,,,
2022-04-08,,,,,,,,,,,,,,,,,,,,
2022-04-09,,,,,,,,,,,,,,,,,,,,
2022-04-10,,,,,,,,,,,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,
