From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree)
2022-09-11,18.110434782608696,33.62304347826087,0.29,1.4441666666666666,1.7341666666666666,2.765833333333333,0.34,52.404583333333335,72.67791666666666,1.0574999999999999,182.72708333333333,149.73416666666665,800.1862500000001,27.548333333333332
2022-09-12,19.190833333333334,39.534166666666664,0.32125,1.805,2.125833333333333,2.890833333333333,0.4070833333333333,29.829166666666666,77.42291666666667,1.2675,212.12708333333333,137.94583333333333,800.2179166666666,26.72375
2022-09-13,14.85,28.992631578947368,0.38052631578947366,3.0589473684210526,3.441052631578947,2.6452631578947368,0.3873684210526316,53.91526315789473,74.20631578947369,1.4957894736842106,226.4336842105263,193.91,800.2194736842106,26.737894736842104
2022-09-14,15.473478260869564,28.98695652173913,0.35833333333333334,2.80125,3.15875,2.606666666666667,0.40875,86.99208333333333,84.41541666666667,1.1541666666666666,157.15541666666667,81.50666666666667,800.1908333333332,25.207916666666666
2022-09-15,8.576086956521738,18.114347826086956,0.41875,2.6491666666666664,3.06625,2.5779166666666664,0.38875,88.86833333333334,89.37041666666666,0.79625,174.6925,53.61708333333333,800.1958333333333,23.903750000000002
2022-09-16,8.846521739130434,19.39608695652174,0.44708333333333333,3.432916666666667,3.8808333333333334,2.5254166666666666,0.43375,87.1725,88.99416666666667,1.73375,241.29333333333332,54.64125000000001,804.71625,23.40125
2022-09-17,11.269411764705882,18.508947368421055,0.371578947368421,2.767894736842105,3.142105263157895,2.659473684210526,0.46473684210526317,79.08210526315789,83.88684210526317,1.1157894736842104,175.74263157894737,91.80894736842104,800.161052631579,24.638947368421054
2022-09-18,15.606666666666667,19.256666666666664,0.3033333333333333,1.7733333333333334,2.07,2.4033333333333333,0.37666666666666665,13.14,91.41666666666667,0.31,199.81000000000003,2.676666666666667,800.1733333333333,21.643333333333334
2022-09-19,19.888333333333332,37.50083333333333,0.3458333333333334,3.626666666666667,3.668461538461538,2.3058333333333336,0.43153846153846154,99.17416666666666,74.1425,1.4441666666666668,185.875,129.3753846153846,800.1816666666667,27.073333333333334
2022-09-20,11.42608695652174,23.36375,0.3983333333333334,2.1333333333333333,2.5316666666666667,2.1991666666666667,0.42291666666666666,120.64708333333334,80.91708333333334,1.1270833333333334,184.3925,129.35333333333332,800.6616666666667,25.961250000000003
2022-09-21,14.820434782608697,30.358695652173914,0.5375,3.2241666666666666,3.7558333333333334,2.2237500000000003,0.5104166666666666,123.32666666666667,82.83875,1.0970833333333332,192.9645833333333,102.65625,802.4316666666667,25.59875
2022-09-22,11.815384615384614,21.85846153846154,0.40538461538461534,3.1561538461538463,3.5623076923076926,2.2353846153846155,0.40076923076923077,80.86384615384615,90.07384615384616,0.7076923076923076,220.0046153846154,20.25923076923077,801.926923076923,23.72923076923077
2022-09-23,14.274347826086956,22.869583333333335,0.71625,3.723333333333333,4.430416666666667,2.32625,0.40208333333333335,44.81625,92.21499999999999,1.0470833333333334,214.34291666666664,42.78583333333333,800.1954166666666,23.345
2022-09-24,7.876363636363636,17.843333333333334,0.7308333333333333,3.6841666666666666,2.0845833333333332,2.2758333333333334,0.14958333333333335,29.6425,92.58583333333333,0.585,200.43166666666664,25.929166666666664,800.1866666666666,23.228333333333335
2022-09-25,,,,,0.0,,0.0,,,,,0.0,,
2022-09-26,,,,,0.0,,0.0,,,,,0.0,,
2022-09-27,,,,,0.0,,0.0,,,,,0.0,,
2022-09-28,5.51,,0.98,1.575,0.3377777777777778,2.335,0.09555555555555556,4.665,84.2375,0.3575,163.625,46.607777777777784,800.18,23.0125
2022-09-29,,,,,,,,,,,,,,
