From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2020-07-31,17.110416666666666,43.98666666666667,1.7382608695652175,8.850434782608696,5.935217391304348,27.557826086956524,10.5,0.4875,23.99083333333333,5.997391304347826,0.5743478260869566,2.276521739130435,0.4265217391304348,88.26458333333333,0.8104166666666667,166.19041666666666,263.48291666666665,,,0.9765217391304348,28.660416666666666,0.0
2020-08-01,16.98125,32.54208333333333,2.169166666666667,8.560833333333333,6.165416666666666,25.5125,6.547499999999999,0.4370833333333333,16.520416666666666,6.060416666666666,0.585,2.6225,0.46291666666666664,97.72416666666668,0.6316666666666667,185.40458333333333,121.00083333333333,,,1.28875,26.252916666666664,0.15583333333333335
2020-08-02,18.882083333333334,44.276666666666664,3.0108333333333337,6.26125,5.7075,24.079166666666666,9.354583333333332,0.44333333333333336,18.306250000000002,5.895833333333333,0.6145833333333334,2.862083333333333,0.5016666666666666,92.8825,0.8029166666666666,242.40125,296.04875,,,1.2516666666666667,28.252916666666668,0.0
2020-08-03,36.066250000000004,75.36291666666666,2.1325,7.75375,5.76875,30.464166666666667,8.2675,0.52625,22.329166666666666,5.671666666666667,0.5045833333333333,2.025,0.42791666666666667,89.5075,0.6304166666666667,218.28791666666666,259.6425,,,0.96,30.035416666666666,0.0
2020-08-04,20.80333333333333,54.42166666666666,2.8529166666666668,9.994583333333333,7.517083333333333,27.268333333333334,8.005416666666667,0.45541666666666664,21.821250000000003,5.004166666666666,0.5420833333333334,1.7570833333333333,0.37625,89.4375,0.725,175.72125000000003,215.16958333333332,,,0.8562500000000001,29.132499999999997,0.0
2020-08-05,17.19695652173913,39.692608695652176,3.313913043478261,9.922173913043478,7.771739130434782,28.22391304347826,4.853125,0.4969565217391304,11.274782608695652,5.26608695652174,0.5356521739130435,1.7769565217391303,0.42391304347826086,89.0808695652174,0.7030434782608694,133.99173913043478,233.6591304347826,,,0.8852173913043478,29.418695652173913,0.0
2020-08-06,12.295833333333334,23.632500000000004,3.8145000000000002,9.56125,7.512083333333333,19.160833333333333,10.43625,0.47041666666666665,17.367916666666666,5.065416666666667,0.5704166666666667,2.2083333333333335,0.4741666666666666,78.17583333333333,0.7166666666666667,175.05416666666667,272.4004166666667,,,1.0291666666666666,31.100416666666664,0.0
2020-08-07,10.147083333333333,23.302916666666665,2.317083333333333,8.759583333333333,6.4375,18.187916666666666,9.012916666666667,0.36874999999999997,18.013749999999998,4.326666666666667,0.46416666666666667,1.7874999999999999,0.42083333333333334,81.35291666666667,0.9616666666666668,138.78083333333333,246.7430434782609,,,0.8966666666666666,30.133333333333336,0.0
2020-08-08,18.772499999999997,38.53375,1.335263157894737,6.572631578947369,4.529999999999999,14.727368421052631,9.512631578947369,0.32666666666666666,18.357083333333332,4.526,0.46299999999999997,1.6921052631578946,0.4047368421052631,86.41291666666666,0.7366666666666667,234.88666666666666,270.9575,,,0.8150000000000001,30.616249999999997,0.0
2020-08-09,18.865416666666665,43.173750000000005,0.6371428571428571,8.64111111111111,4.854444444444444,18.450000000000003,6.6691666666666665,0.46416666666666667,14.24375,3.7159999999999997,0.40499999999999997,1.2325,0.435,94.94666666666666,0.5875,195.46166666666667,129.57291666666666,,,0.742,29.12708333333333,0.0
