From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-01-29,65.41666666666667,106.65291666666667,1.85125,18.740416666666665,11.465416666666668,12.11875,4.827916666666667,0.8104166666666667,60.13375,,,,,,25.615,74.98958333333333,1.6541666666666668,124.54166666666667,59.5,758.6145833333334,,27.621666666666666,0.0
2021-01-30,52.0625,92.86458333333333,1.9241666666666666,17.577916666666667,10.918750000000001,10.643333333333333,4.709583333333334,0.7641666666666667,52.5625,,,,,,25.315,74.61458333333333,1.8499999999999999,136.04166666666666,110.64583333333333,758.1354166666666,,27.77416666666667,0.0
2021-01-31,33.572916666666664,63.145833333333336,1.79375,13.988333333333332,8.90375,8.97625,4.2370833333333335,0.5983333333333333,48.248333333333335,,,,,,25.34,74.08,1.9441666666666666,130.63208333333333,118.72916666666667,758.53125,,27.760833333333334,0.0
2021-02-01,24.46875,50.71875,2.8070833333333334,14.4525,9.977500000000001,8.224583333333333,3.7875,0.56375,39.994166666666665,,,,,,25.397916666666664,71.77083333333333,2.220833333333333,131.48958333333334,119.34375,760.25,,27.740416666666665,0.0
2021-02-02,44.052083333333336,79.30916666666667,2.0829166666666667,17.4075,10.9425,9.920416666666666,4.10625,0.6916666666666668,53.477916666666665,,,,,,25.33583333333333,71.875,2.05375,142.97916666666666,111.71875,760.28125,,27.87708333333333,0.0
2021-02-03,37.635416666666664,74.66666666666667,1.5145833333333334,16.8175,10.16,8.117916666666668,5.614166666666667,0.6520833333333333,75.23916666666666,,,,,,25.36916666666667,67.51041666666667,2.09625,141.9375,108.44791666666667,759.9583333333334,,27.893333333333334,0.0
2021-02-04,31.010416666666668,75.64583333333333,2.2683333333333335,19.570416666666667,12.249583333333334,7.953333333333333,6.535,0.635,62.75833333333333,,,,,,25.202916666666667,64.04166666666667,2.00125,132.70833333333334,119.69791666666667,759.90625,,27.133333333333336,0.0
2021-02-05,37.229166666666664,84.34375,1.6591666666666667,19.26,11.582916666666668,10.285,7.78875,0.6358333333333334,71.35166666666667,0.49714285714285716,3.769285714285714,,,,25.3275,63.916666666666664,2.0483333333333333,134.52083333333334,106.04166666666667,758.9270833333334,,26.93625,0.0
2021-02-06,35.0625,78.3125,1.7069565217391303,18.750416666666666,11.306666666666667,9.729583333333332,6.004166666666666,0.5925,66.18833333333333,0.4891666666666667,3.502083333333333,,,,25.357916666666668,66.71875,2.024583333333333,122.14583333333333,121.40625,757.8854166666666,,26.692916666666665,0.0
2021-02-07,30.21875,64.19791666666667,1.5841666666666667,16.29375,9.94125,9.663333333333332,5.6620833333333325,0.5183333333333333,59.91916666666666,0.38000000000000006,2.3804166666666666,,,,25.36208333333333,69.77083333333333,2.11625,116.72916666666667,126.30208333333333,758.1354166666666,,26.495416666666667,0.0
2021-02-08,24.78125,41.791666666666664,1.7695833333333333,12.178333333333333,10.731666666666667,8.98,2.231666666666667,0.5741666666666666,55.92666666666667,0.47458333333333336,3.7416666666666667,,,,25.4425,68.9375,2.1158333333333332,123.5,125.39583333333333,759.0625,,26.87125,0.0
2021-02-09,36.270833333333336,76.84722222222223,1.99,21.585555555555555,12.000833333333333,9.816666666666666,5.995,0.5941666666666666,67.38708333333334,0.49041666666666667,3.8575,,,,25.357916666666668,63.145833333333336,2.0229166666666667,125.65625,122.59375,758.3020833333334,,27.24791666666667,0.0
2021-02-10,33.177083333333336,69.36458333333333,1.682608695652174,22.412916666666664,13.227916666666665,9.707500000000001,5.292916666666667,0.6116666666666667,70.08458333333333,0.5325,5.0,,,,25.38083333333333,61.604166666666664,1.925,142.48958333333334,123.86458333333333,757.5104166666666,,27.062916666666666,0.0
